Vivienda Unifamiliar,,,,,,,,,,,,
Presupuesto,,,,,,,,,,,,
Código,Nat,Ud,Resumen,Comentario,N,Longitud,Anchura,Altura,Cantidad,CanPres,Pres,ImpPres
10.02.01,Partida,Ud,Peldaño de madera.,,,,,,,30.000,0.00,0.00
,,,"Peldaño de madera maciza de roble (Quercus robur), con certificado PEFC, de 800x280x22 mm, formado por tablero alistonado de lama continua, barnizado en taller con barniz al agua con acabado mate cero (poco brillo, similar al acabado de pavimento madera), resistencia al deslizamiento 15<Rd<=35, clase 1, colocado mediante sistema de fijación oculta en zanca de escalera. Incluso accesorios y elementos para fijación del peldaño.
Incluye: Replanteo. Colocación y fijación de los peldaños. Limpieza final.
Criterio de medición de proyecto: Número de unidades previstas, según documentación gráfica de Proyecto.
Criterio de medición de obra: Se medirá el número de unidades realmente ejecutadas según especificaciones de Proyecto.",,,,,,,,,
,,Spc0010,,,30.0000000000,0.00,0.00,0.00,30.00,,,
,,,,,,,,,Total 10.02.01,30.000,0.00,0.00
,,,,,,,,,,,,
10.02.02,Partida,Ud,Alfeizar de madera maciza de roble,,,,,,,1.000,0.00,0.00
,,,"Alfeizar de madera maciza de roble (Quercus robur), con certificado PEFC, de 1350x410x32 mm, formado por tablero alistonado de lama continua, barnizado en taller con barniz al agua con acabado mate cero (poco brillo, similar al acabado de pavimento madera), resistencia al deslizamiento 15<Rd<=35, clase 1, colocado mediante sistema de fijación oculta en zanca de escalera. Incluso accesorios y elementos para fijación del peldaño.
Incluye: Replanteo. Colocación y fijación de los peldaños. Limpieza final.
Criterio de medición de proyecto: Número de unidades previstas, según documentación gráfica de Proyecto.
Criterio de medición de obra: Se medirá el número de unidades realmente ejecutadas según especificaciones de Proyecto.",,,,,,,,,
,,Spc0010,,Alfeizar ventanal dormitorio principal,1.0000000000,0.00,0.00,0.00,1.00,,,
,,,,,,,,,Total 10.02.02,1.000,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 10.02,1.000,0.00,0.00
,,,,,,,,,,,,
10.03,Capítulo,,Pinturas en paramentos interiores,,,,,,,1.000,0.00,0.00
10.03.01,Partida,m²,"Aplicación manual de dos manos de pintura plástica color blanco, acabado mate, textura lisa, la primera mano diluida con un 20%",,,,,,,171.898,0.00,0.00
,,,"Aplicación manual de dos manos de pintura plástica color blanco, acabado mate, textura lisa, la primera mano diluida con un 20% de agua y la siguiente sin diluir, (rendimiento: 0,1 l/m² cada mano); previa aplicación de una mano de imprimación a base de copolímeros acrílicos en suspensión acuosa, sobre paramento interior de yeso proyectado o placas de yeso laminado, vertical.
Incluye: Preparación del soporte. Aplicación de una mano de fondo. Aplicación de dos manos de acabado.",,,,,,,,,
,,Spc0010,,Planta Sótano,1.0000000000,20.800,0.000,2.300,47.840,,,
,,Spc0010,,Planta Baja,1.0000000000,15.250,0.000,2.650,40.413,,,
,,Spc0010,,Planta Alta,2.0000000000,3.200,0.000,2.400,15.360,,,
,,Spc0010,,,2.0000000000,9.800,0.000,0.000,19.600,,,
,,Spc0010,,,1.0000000000,4.200,0.000,2.200,9.240,,,
,,Spc0010,,,1.0000000000,1.250,0.000,3.000,3.750,,,
,,Spc0010,,,1.0000000000,5.450,0.000,0.000,5.450,,,
,,Spc0010,,,2.0000000000,10.500,0.000,0.000,21.000,,,
,,Spc0010,,,2.0000000000,2.150,0.000,2.150,9.245,,,
,,Spc0010,,,,,,,0.000,,,
,,,,,,,,,Total 10.03.01,171.898,0.00,0.00
,,,,,,,,,,,,
10.03.02,Partida,m²,"Aplicación manual de dos manos de pintura plástica color blanco, acabado mate, textura lisa, la primera mano diluida con un 20%",,,,,,,181.573,0.00,0.00
,,,"Aplicación manual de dos manos de pintura plástica color blanco, acabado mate, textura lisa, la primera mano diluida con un 20% de agua y la siguiente sin diluir, (rendimiento: 0,1 l/m² cada mano); previa aplicación de una mano de imprimación a base de copolímeros acrílicos en suspensión acuosa, sobre paramento interior de yeso proyectado o placas de yeso laminado, vertical.
Incluye: Preparación del soporte. Aplicación de una mano de fondo. Aplicación de dos manos de acabado.",,,,,,,,,
,,Spc0010,,Planta Baja,1.0000000000,45.850,0.000,2.600,119.210,,,
,,Spc0010,,,-1.0000000000,2.500,0.000,0.000,-2.500,,,
,,Spc0010,,,-1.0000000000,3.380,0.000,0.000,-3.380,,,
,,Spc0010,,,-1.0000000000,3.320,0.000,0.000,-3.320,,,
,,Spc0010,,,-1.0000000000,6.000,0.000,0.000,-6.000,,,
,,Spc0010,,,-1.0000000000,3.920,0.000,0.000,-3.920,,,
,,Spc0010,,,-1.0000000000,3.250,0.000,0.000,-3.250,,,
,,Spc0010,,,-1.0000000000,10.340,0.000,0.000,-10.340,,,
,,Spc0010,,Planta Alta,2.0000000000,22.920,0.000,0.000,45.840,,,
,,Spc0010,,,1.0000000000,12.180,0.000,0.000,12.180,,,
,,Spc0010,,,1.0000000000,19.600,0.000,0.000,19.600,,,
,,Spc0010,,,-2.0000000000,5.640,0.000,0.000,-11.280,,,
,,Spc0010,,,1.0000000000,5.750,0.000,1.950,11.213,,,
,,Spc0010,,,1.0000000000,6.500,0.000,2.700,17.550,,,
,,Spc0010,,,-1.0000000000,2.030,0.000,0.000,-2.030,,,
,,Spc0010,,,-1.0000000000,5.990,0.000,0.000,-5.990,,,
,,Spc0010,,,2.0000000000,1.700,0.000,2.350,7.990,,,
,,,,,,,,,Total 10.03.02,181.573,0.00,0.00
,,,,,,,,,,,,
10.03.03,Partida,m²,"Aplicación manual de dos manos de pintura plástica color blanco, acabado mate, textura lisa, la primera mano diluida con un 20%",,,,,,,117.610,0.00,0.00
,,,"Aplicación manual de dos manos de pintura plástica color blanco, acabado mate, textura lisa, la primera mano diluida con un 20% de agua y la siguiente sin diluir, (rendimiento: 0,1 l/m² cada mano); previa aplicación de una mano de imprimación a base de copolímeros acrílicos en suspensión acuosa, sobre paramento interior de yeso proyectado o placas de yeso laminado, horizontal.
Incluye: Preparación del soporte. Aplicación de una mano de fondo. Aplicación de dos manos de acabado.",,,,,,,,,
,,Spc0010,,Planta Baja (T2),1.0000000000,7.620,0.000,0.000,7.620,,,
,,Spc0010,,Planta Sótano (T3),,,,,0.000,,,
,,Spc0010,,Planta Baja (T3),,,,,0.000,,,
,,Spc0010,,Salón/Comedor,1.0000000000,2.770,0.000,0.000,2.770,,,
,,Spc0010,,Distribuidor,1.0000000000,3.270,0.000,0.000,3.270,,,
,,Spc0010,,Despacho,1.0000000000,13.500,0.000,0.000,13.500,,,
,,Spc0010,,Planta Alta (T4),,,,,0.000,,,
,,Spc0010,,Faldones,1.0000000000,6.500,4.300,0.000,27.950,,,
,,Spc0010,,,1.0000000000,6.500,6.250,0.000,40.625,,,
,,Spc0010,,,1.0000000000,5.600,4.150,0.000,23.240,,,
,,Spc0010,,,-1.0000000000,1.750,2.450,0.000,-4.288,,,
,,Spc0010,,,-1.0000000000,2.550,2.450,0.000,-6.248,,,
,,Spc0010,,Tabicas,1.0000000000,21.900,0.200,0.000,4.380,,,
,,Spc0010,,baño planta baja,1.0000000000,2.010,0.000,0.000,2.010,,,
,,Spc0010,,distribuidor,1.0000000000,2.780,0.000,0.000,2.780,,,
,,,,,,,,,Total 10.03.03,117.610,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 10.03,1.000,0.00,0.00
,,,,,,,,,,,,
10.04,Capítulo,,Tratamientos superficiales de protección,,,,,,,1.000,0.00,0.00
,,,Tratamientos superficiales de protección,,,,,,,,,
10.04.01,Partida,m²,Tratamiento superficial de protección hidrófuga para fachadas de hormigón,,,,,,,178.840,0.00,0.00
,,,"Tratamiento superficial de protección hidrófuga para fachadas de hormigón, mediante impregnación acuosa, incolora, hidrófuga, con propiedades tixotrópicas, aplicada en manos sucesivas hasta la saturación del elemento (rendimiento: 0,2 l/m²).
Incluye: Limpieza general del paramento soporte. Aplicación del hidrofugante.",,,,,,,,,
,,Spc0010,,FACHADAS,,,,,0.000,,,
,,Spc0010,,Lateral 1,1.0000000000,78.100,0.000,0.000,78.100,,,
,,Spc0010,,,1.0000000000,1.200,0.000,2.850,3.420,,,
,,Spc0010,,,-1.0000000000,15.130,0.000,0.000,-15.130,,,
,,Spc0010,,Lateral 2,1.0000000000,91.400,0.000,0.000,91.400,,,
,,Spc0010,,,-1.0000000000,13.430,0.000,0.000,-13.430,,,
,,Spc0010,,Frontal 3,1.0000000000,25.440,0.000,0.000,25.440,,,
,,Spc0010,,,-1.0000000000,1.860,0.000,0.000,-1.860,,,
,,Spc0010,,Frontal 4,1.0000000000,10.900,0.000,0.000,10.900,,,
,,,,,,,,,Total 10.04.01,178.840,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 10.04,1.000,0.00,0.00
,,,,,,,,,,,,
10.06,Capítulo,,Pavimentos,,,,,,,1.000,0.00,0.00
10.06.01,Partida,m²,Pavimento laminado QuickStep AC6,,,,,,,69.500,0.00,0.00
,,,"Pavimento laminado QuickStep AC6 modelo IM3105 ó EL915 de Clase 23: Doméstico intenso, resistencia a la abrasión AC3, formado por tablero base de HDF laminado decorativo en roble, acabado con capa superficial de protección plástica, ensamblado sin adhesivo, tipo 'Clic'. COLOCACIÓN: sistema flotante machihembrado sobre lámina de espuma de polietileno de alta densidad de 3 mm de espesor. Incluso cinta autoadhesiva para sellado de juntas.
Incluye: Colocación de la base de polietileno. Colocación y recorte de la primera hilada por una esquina de la habitación. Colocación y recorte de las siguientes hiladas. Ensamblado de las tablas mediante sistema 'Clic'. Colocación y recorte de la última hilada. Corte de las piezas para empalmes, esquinas y rincones. Fijación de las piezas sobre el paramento. Ocultación de la fijación por enmasillado.
Criterio de medición de proyecto: Superficie útil, medida según documentación gráfica de Proyecto.
Criterio de medición de obra: Se medirá la superficie realmente ejecutada según especificaciones de Proyecto.",,,,,,,,,
,,Spc0010,,Pavimento (S3),,,,,0.00,,,
,,Spc0010,,Planta Alta,,,,,0.00,,,
,,Spc0010,,,1.0000000000,69.50,0.00,0.00,69.50,,,
,,,,,,,,,Total 10.06.01,69.500,0.00,0.00
,,,,,,,,,,,,
10.06.02,Partida,m2,Pavimento continio de hormigón pulido barnizado,,,,,,,93.210,0.00,0.00
,,,"Pavimento continuo de hormigón de 10 cm de espesor, realizado con hormigón HA-25/B/12/IIa, fabricado en central, acabado natural y tratado superficialmente mediante fratasadora y pulidora mecánicas; con aplicación superficial de densificador liquido de mezcla de silicatos de litio en base agua para el endurecimiento y densificación de la superficie tipo Sikafloor CureHard LI de Sika. Acabado superficial barnizado mediante barniz bicomponente transparente mate de poliuretano resistente a ralladuras que no modifique el color del hormigón (composición ""low sheen"" o ""non-darkening""), a realizar pruebas para aceptación e la D.F. y propiedad.
Incluyendo: plancha de poliestireno extruido  de 10 mm de espesor para formación de encuentros con paramentos verticales.Preparación de la superficie de apoyo del hormigón. Replanteo de las juntas de construcción y de dilatación. Tendido de niveles mediante toques, maestras de hormigón o reglas. Riego de la superficie base. Vertido, extendido y vibrado del hormigón. Conexión de los elementos exteriores. Aplicación del líquido de curado y posterior tratamiento encerado.",,,,,,,,,
,,Spc0010,,Pavimento (S4),,,,,0.00,,,
,,Spc0010,,Planta Baja,,,,,0.00,,,
,,Spc0010,,,1.0000000000,93.21,0.00,0.00,93.21,,,
,,Spc0010,,Planta Alta,,,,,0.00,,,
,,,,,,,,,Total 10.06.02,93.210,0.00,0.00
,,,,,,,,,,,,
10.06.03,Partida,m,Rodapié MDM lacado blanco,,,,,,,149.840,0.00,0.00
,,,"Rodapié de MDF, de 90x18 mm, lacado blanco, con sección para alojamiento de clips, fijado al paramento mediante clips.
Incluye: Replanteo. Corte de las piezas. Fijación de las piezas sobre el paramento. Resolución de esquinas y encuentros.
Criterio de medición de proyecto: Longitud medida según documentación gráfica de Proyecto, sin incluir huecos de puertas.
Criterio de medición de obra: Se medirá la longitud realmente ejecutada según especificaciones de Proyecto.",,,,,,,,,
,,Spc0010,,Planta Baja,1.0000000000,73.24,0.00,0.00,73.24,,,
,,Spc0010,,Planta Alta,1.0000000000,76.60,0.00,0.00,76.60,,,
,,,,,,,,,Total 10.06.03,149.840,0.00,0.00
,,,,,,,,,,,,
10.06.05,Partida,m2,Encachado 20 mm en terrazas,,,,,,,8.160,0.00,0.00
,,,"Encachado de piedra silícea  color gris de diámetro 20 mm y 10 cm de espesor, i/extendido y compactado.",,,,,,,,,
,,Spc0010,,Terrazas,2.0000000000,0.00,0.00,0.00,8.16,4.08,,
,,,,,,,,,Total 10.06.05,8.160,0.00,0.00
,,,,,,,,,,,,
10.06.06,Partida,m²,Pavimento exterior de piezas de gres porcelánico técnico. Colocación en capa fina.,,,,,,,12.000,0.00,0.00
,,,"Pavimento exterior de piezas de gres porcelánico técnico, de 600x1200x10 mm, gama media, capacidad de absorción de agua E<0,1%, grupo BIa, según UNE-EN 14411, con resistencia al deslizamiento Rd>45 según UNE-EN 16165 y resbaladicidad clase 3 según CTE; carga de rotura >3000 N; resistencia a la flexión >45 N/mm². SOPORTE: de mortero de cemento. COLOCACIÓN: en capa fina y mediante encolado simple con adhesivo cementoso mejorado, C2 TE, según UNE-EN 12004, con deslizamiento reducido y tiempo abierto ampliado. REJUNTADO: con mortero de juntas cementoso mejorado, con absorción de agua reducida y resistencia elevada a la abrasión tipo CG 2 W A, color blanco, en juntas de 2 mm de espesor.
Precio estimado material 65 €/m2.
Incluye: Limpieza y comprobación de la superficie soporte. Replanteo de los niveles de acabado. Replanteo de la disposición de las piezas y juntas de movimiento. Aplicación del adhesivo. Colocación de las crucetas. Colocación de las piezas a punta de paleta. Formación de juntas de partición, perimetrales y estructurales. Rejuntado. Eliminación y limpieza del material sobrante. Limpieza final del pavimento.
Criterio de medición de proyecto: Superficie útil, medida según documentación gráfica de Proyecto. No se ha incrementado la medición por roturas y recortes, ya que en la descomposición se ha considerado un 5% más de piezas.
Criterio de medición de obra: Se medirá la superficie realmente ejecutada según especificaciones de Proyecto.",,,,,,,,,
,,Spc0010,,,1.0000000000,12.00,0.00,0.00,12.00,,,
,,,,,,,,,Total 10.06.06,12.000,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 10.06,1.000,0.00,0.00
,,,,,,,,,,,,
10.07,Capítulo,,Trasdosados,,,,,,,1.000,0.00,0.00
,,,Trasdosados,,,,,,,,,
10.07.01,Partida,m²,"Trasdosado autoportante libre, perfil 70 mm y placa de yeso laminado 13 normal",,,,,,,187.300,0.00,0.00
,,,"Trasdosado autoportante libre, de perfil 70 mm y con placa de yeso laminado 13 normal, anclada a los forjados mediante estructura formada por canales y montantes; 85 mm de espesor total; separación entre montantes 600 mm. 
Incluye: Replanteo y trazado en el forjado inferior y en el superior de los perfiles. Colocación de banda de estanqueidad y canales inferiores, sobre solado terminado o base de asiento. Colocación de banda de estanqueidad y canales superiores, bajo forjados. Colocación y fijación de los montantes sobre los elementos horizontales. Corte de las placas. Fijación de las placas. Replanteo de las cajas para alojamiento de mecanismos eléctricos y de paso de instalaciones, y posterior perforación de las placas. Tratamiento de juntas. Recibido de las cajas para alojamiento de mecanismos eléctricos y de paso de instalaciones.",,,,,,,,,
,,Spc0010,,Planta Baja,1.0000000000,46.150,0.000,2.650,122.298,,,
,,Spc0010,,,-1.0000000000,3.400,0.000,0.000,-3.400,,,
,,Spc0010,,,-1.0000000000,4.120,0.000,0.000,-4.120,,,
,,Spc0010,,,-1.0000000000,6.000,0.000,0.000,-6.000,,,
,,Spc0010,,,-1.0000000000,3.400,0.000,0.000,-3.400,,,
,,Spc0010,,,-1.0000000000,3.500,0.000,0.000,-3.500,,,
,,Spc0010,,,-1.0000000000,8.170,0.000,0.000,-8.170,,,
,,Spc0010,,,-1.0000000000,1.950,0.000,0.000,-1.950,,,
,,Spc0010,,Planta Alta,2.0000000000,22.920,0.000,0.000,45.840,,,
,,Spc0010,,,1.0000000000,12.180,0.000,0.000,12.180,,,
,,Spc0010,,,1.0000000000,19.600,0.000,0.000,19.600,,,
,,Spc0010,,,-2.0000000000,5.640,0.000,0.000,-11.280,,,
,,Spc0010,,,1.0000000000,5.750,0.000,1.950,11.213,,,
,,Spc0010,,,1.0000000000,6.500,0.000,2.700,17.550,,,
,,Spc0010,,,-1.0000000000,2.030,0.000,0.000,-2.030,,,
,,Spc0010,,,-1.0000000000,5.990,0.000,0.000,-5.990,,,
,,Spc0010,,,2.0000000000,1.800,0.000,2.350,8.460,,,
,,,,,,,,,Total 10.07.01,187.300,0.00,0.00
,,,,,,,,,,,,
10.07.02,Partida,m²,"Trasdosado autoportante libre, perfil 70 mm  y placa de yeso laminado 13 hidrofugo",,,,,,,14.539,0.00,0.00
,,,"Trasdosado autoportante libre, de perfil 70 mm y con placa de yeso laminado 13 hidrofugo, anclada a los forjados mediante estructura formada por canales y montantes; 85 mm de espesor total; separación entre montantes 600 mm. 
Incluye: Replanteo y trazado en el forjado inferior y en el superior de los perfiles. Colocación de banda de estanqueidad y canales inferiores, sobre solado terminado o base de asiento. Colocación de banda de estanqueidad y canales superiores, bajo forjados. Colocación y fijación de los montantes sobre los elementos horizontales. Corte de las placas. Fijación de las placas. Replanteo de las cajas para alojamiento de mecanismos eléctricos y de paso de instalaciones, y posterior perforación de las placas. Tratamiento de juntas. Recibido de las cajas para alojamiento de mecanismos eléctricos y de paso de instalaciones.",,,,,,,,,
,,Spc0010,,Planta Alta,1.0000000000,7.900,0.000,0.000,7.900,,,
,,Spc0010,,Planta baja,1.0000000000,1.480,0.000,2.650,3.922,,,
,,Spc0010,,,1.0000000000,2.470,0.000,1.100,2.717,,,
,,,,,,,,,Total 10.07.02,14.539,0.00,0.00
,,,,,,,,,,,,
,,,,,,,,,Total 10.07,1.000,0.00,0.00
,,,,,,,,,,,,
10.08,Capítulo,,Falsos techos,,,,,,,1.000,0.00,0.00
10.08.01,Partida,m²,"Falso techo continuo suspendido, liso, con estructura metálica con placa de 15",,,,,,,7.620,0.00,0.00
,,,"Falso techo continuo suspendido, situado a una altura menor de 4 m, liso, con estructura metálica, formado por una placa de yeso laminado A / UNE-EN 520 - 1200 / 3000 / 15 / con los bordes longitudinales afinados.
Incluye: Replanteo de los ejes de la estructura metálica. Colocación de la banda acústica de dilatación. Fijación del perfil perimetral. Señalización de los puntos de anclaje al forjado o elemento soporte. Nivelación y suspensión de los perfiles primarios de la estructura. Corte de las placas. Fijación de las placas. Tratamiento de juntas.",,,,,,,,,
